"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Germany","Thousand metric tons","419.489048","","401.487905","","440.663694","","427.119","","403.537","","417.038","","355.127","","336.579","","279.366","","313.271","","285.124","","262.608","","291.003","","240.918","","141.205","","160.377","","137.547","","111.262","","107.865","","113.189","","109.643","","108.051",""
"Greece","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2046526175127","","10.79704541756","","10.2517297443554","","",""
"Greece","Thousand metric tons","8.5","1","","","","","","","","","","","","","","","2.337","4","","","","","","","","","","","","","","","","","","","3.588275","","3.274333","","3.880633","","",""
"Hungary","Mil. USD","","","","","","","","","","","","","","","9.24437091228704","","10.7932592284372","","10.2295567109887","","4.04344068242456","","6.51646941394553","","3.89923349565013","","2.38796142076927","","1.39368230303529","","0.0336628822640692","","","","0.111059692076429","","","","","","0.114558814316272","","0.113667310005526",""
"Hungary","Thousand metric tons","2.491","","2.8","1","3.9","1","6.456","","5.497","","3.902","","4.018","","3.289","","3.306","","3.105","","1.21","","1.801","","0.863","","0.337","","0.226","","0.037","","","","0.037","","","","","","0.018","","0.018",""
"India","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7207.44054874986","","6370.21015260122","","8074.95249370553","","7177.95984248111","","7527.22986130357","","",""
"India","Thousand metric tons","429.9","","549.5","","759.5","1","","","862.6","1","902.8","1","918","1","1024.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indonesia","Thousand metric tons","417.6","1","477.1","1","523.9","1","","","635.9","1","632.8","1","587.8","1","553.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iran (Islamic Republic of)","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.723704664951","","","","","","","","","","","","","","",""
"Iran (Islamic Republic of)","Thousand metric tons","26.7","1","27.8","1","28","1","","","33.9","1","39.5","1","51","1","","","","","29.09539","","39.251528","","25.380084","","37.168741","","57.935","","60.469364","","","","","","","","","","","","","","",""
"Ireland","Mil. USD","112.351704068071","","142.019896931942","","144.271416689465","","140.336975449971","","124.964201467364","","98.8428926026563","","94.6042898944976","","91.5496469975575","","95.5820928651171","","45.9965357322456","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Ireland","Thousand metric tons","33.192825","","41.28828","","49.552945","","51.042682","","49.793431","","50.846637","","46.205825","","41.490712","","36.181472","","15.821973","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Israel","Thousand metric tons","11.1","1","10.6","1","11.2","1","","","19","1","21","1","22","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Italy","Mil. USD","","","","","","","","","","","","","","","","","1402.92332594398","","1397.09076009015","","","","","","","","","","","","","","","","","","","","","","","","",""
"Italy","Thousand metric tons","","","","","","","","","","","","","","","","","682.641","","634.786","","","","","","","","","","","","","","","","","","","","","","","","",""
"Japan","Mil. USD","","","","","4952.10950331063","","4221.349305076","","4351.09210551556","","4929.41626230747","","4123.7088801415","","3558.72915901859","","3610.03617901321","","3766.4416617398","","3652.7992417224","","3658.19018103388","","3829.863981076","","4086.78471403642","","3282.27752048298","","3726.27552727775","","4462.37675147551","","4246.34731531287","","3566.64431732547","","3452.34561389107","","3012.01152135838","","3187.36792566427",""
"Japan","Thousand metric tons","668.8","1","661.7","1","668.8","1","","","600.5","1","599.2","1","566.7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kazakhstan","Thousand metric tons","","","","","","","","","","","","","","","0.005","","0.022","","0.037","","0.052","","0.094","","0.072","","","","","","","","","","","","","","","","","","2.932",""
"Kenya","Thousand metric tons","12","1","12","5,1","12.5","1","","","11.9","1","12.1","1","11.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latvia","Mil. USD","","","","","","","","","","","","","","","","","","","10.5528475367266","","","","","","","","","","","","","","","","","","","","","","","","",""
"Latvia","Thousand metric tons","19.136","","16.139","","12.858","","15.732","","6.9148","","3.9295","","7.5339","","9.6236","","10.1801","","11.8243","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","Mil. USD","","","","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","1.10615170697217","3"
"Lithuania","Thousand metric tons","","","","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0.298564","3"
"Luxembourg","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Luxembourg","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Malaysia","Thousand metric tons","70.95","1","71.7","1","100.5","1","","","261","1","315.3","1","319.5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Malta","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Mexico","Mil. USD","0","","0","","0","","","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0",""
"Mexico","Thousand metric tons","0","","0","","0","","","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0","","0",""
"Montenegro","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Montenegro","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Morocco","Thousand metric tons","13.2","1","14.4","1","14.9","1","","","15.1","1","15","1","17","","15.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.18217699141","","244.187668818402","","595.295451837796",""
"Netherlands","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.271","","16.312","","38.661",""
"Nigeria","Thousand metric tons","10.5","1","9.9","1","9.6","1","","","11.2","1","15","1","16.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Norway","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Norway","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Pakistan","Thousand metric tons","91.5","1","94.8","1","99.1","1","","","80","","83.9","","89.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Peru","Thousand metric tons","7.5","1","7.5","1","7.6","1","","","10.1","1","9.6","1","11.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Philippines","Thousand metric tons","22.7","1","11.1","1","9.2","1","","","8.5","1","10.2","1","8.3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Poland","Mil. USD","","","","","","","","","","","126.781061072347","","124.087056352134","","119.606865956978","","126.508231391783","","124.670495788497","","","","","","","","99.797623371906","","12.1148345294151","","","","76.6154801882726","","69.0916987177469","","66.4427300509455","","63.0836492292242","","52.0649423000398","","",""
"Poland","Thousand metric tons","66.05","","64.993","","67.733","","48.744","","43.077","","54.095","2","47.304","","46.764","","46.324","","41.445","","","","34.656","","","","23.285","","4.867","","","","16.27","","15.661","","14.768","","14.621","","15.064","","",""
"Portugal","Mil. USD","21.9422015367428","","16.6396525674459","","14.4605715008538","","12.5887208354839","","11.3702150734165","","13.65823992826","","14.0299854140008","","15.9967270611154","","18.7272631510636","","18.6250954536142","","20.4733957618266","","23.1637838984956","","17.6820420523173","","15.8558942081518","","11.5712493374679","","13.6676339240514","","11.424694932281","","10.2434054468227","","9.72751468095359","","9.56449385186742","","9.26060334550304","","8.58002942558223",""
"Portugal","Thousand metric tons","8.069","","7.41","","7.329","","6.312","","7.328","","8.297","","8.738","","10.634","","9.391","","8.016","","8.63465","","9.597216","","7.121952","","5.675101","","4.361699","","4.640417","","3.159103","","3.138061","","2.982612","","2.861957","","2.942906","","3.239835",""
"Republic of Korea","Thousand metric tons","1224.2","1","1367.1","1","1586.4","1","","","1706.4","1","1803.3","1","1625.8","1","1597.5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Romania","Mil. USD","","","","","","","","","","","","","","","55.9133552339207","","55.2420508138977","","54.7395173951347","","59.6563798287819","","50.3064572591508","","36.7210089203322","","36.7245742945713","","","","","","","","","","","","","","","","",""
"Romania","Thousand metric tons","22.8","1","21.7","1","23.3","1","","","13.1","1","16.6","1","19.1","1","21.794","","17.76","","15.815","","14.378","","11.925","","7.186","","5.671","","","","","","","","","","","","","","","","",""
"Saudi Arabia","Thousand metric tons","0","1","9.4","1","11.8","1","","","36.8","1","36.6","1","42.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Serbia and Montenegro","Thousand metric tons","17.1","1","17.4","1","18.1","1","","","18.4","2,1","28.2","1","24.1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Singapore","Thousand metric tons","3.3","1","3.6","1","4.2","1","","","4.3","1","4.6","1","4.5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","Mil. USD","","","","","","","","","","","","","78.9373003043474","","141.638215843845","","170.777859611353","","198.717071015777","","197.496635045497","","219.414255528711","","197.130245805381","","148.866531167954","","69.1386526296808","","79.4654673763156","","123.721906559223","","142.619698566352","","121.320966647924","","140.869935094607","","126.849512754025","","120.963219915941",""
"Slovakia","Thousand metric tons","74.973","","65.079","","55.6","1","","","48.4","1","55","1","37.657","","54.459","","56.001","","60.382","","54.012","","54.266","","44.925","","32.404","","13.85","","15.892","","22.802","","30.032","","26.324","","32.803","","40.595","","37.735519",""
"Slovenia","Thousand metric tons","10.65","","2.02","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"South Africa","Thousand metric tons","73.3","1","73.6","1","75.2","1","","","67.2","1","63.4","1","57.9","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","Mil. USD","","","","","","","","","","","","","","","","","","","437.068906644813","","375.565835944884","","336.201570404226","","359.959624300696","","312.008042033884","","248.665209682993","","305.942049398815","","329.461706230739","","292.948570028183","","313.346774015695","","283.92102045853","","227.35868952634","","206.850369203795",""
"Spain","Thousand metric tons","91.133","","","","","","","","","","","","","","","","","","101.025","","89.738","","75.036","","71.635","","59.259","","57.766","","65.86","","65.131","","61.88","","63.783","","55.667","","56.137","","56.131",""
"Sri Lanka","Thousand metric tons","5","1","5.4","1","5.3","1","","","5.1","1","5.4","1","3.8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sweden","Mil. USD","","","5.81572574727416","","2.35759653075305","","3.27049448555845","","3.50986402907781","","4.14745550421463","","4.64704896658426","","4.92958734903567","","6.30696038002529","","","","7.76118217970126","","8.13241714187162","","5.65783419172423","","7.91203389318347","","5.63418066993352","","9.11020185040424","","9.8453184251635","","7.82817358999758","","8.14464703136081","","9.53433171277048","","","","",""
"Sweden","Thousand metric tons","1.247","","0.754","","0.617","","0.68","","0.699","","0.802","","0.822","","0.661","","0.736","","","","0.577","","0.5833","","0.543","","0.9189","","0.3746","","0.654","","0.5797","","0.6293","","0.7259","","0.8254","","","","",""
"Switzerland","Thousand metric tons","85","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Thailand","Thousand metric tons","250.9","1","273.5","1","307.9","1","","","339.2","1","345.1","1","353.1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The former Yugoslav Republic of Macedonia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"The former Yugoslav Republic of Macedonia","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3"
"Turkey","Mil. USD","","","","","","","","","","","","","","","","","","","","","203.560165577898","","235.919489465459","","255.807885617351","","325.695683047164","","274.845842252294","","331.97993582199","","532.727457439966","","605.622384255691","","1218.64973205074","","1155.87779391169","","992.556336941014","","473.157696339978",""
"Turkey","Thousand metric tons","209.767","","234.851","","273.415","","298.645","","286.526","","354.687","","343.12","","428.058","","456.349","","474.025","","86","2","78","","81","","77","","72","","74.875895","","113.386401","","139.469365","","504.607935","","506.677754","","486.948113","","147",""
"Ukraine","Thousand metric tons","1.562","","0.3","","0.543","","","","","","","","","","","","13.22","","18.205","","25.739","","29.679","","29.442","","26.394","","8.298","","7.14","","7.028","","6.505","","5","","4.285","","3.464","","3.631",""
"United Kingdom","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.31000581314","","","","","","","","",""
"United States of America","Thousand metric tons","1597.2","1","1632.9","1","1725","1","","","1641.6","1","1603.9","1","1343.4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uruguay","Thousand metric tons","0.8","1","0.7","1","0.9","1","","","1.5","1","1.7","1","1.6","1","1.6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uzbekistan","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16941821142104",""
"Uzbekistan","Thousand metric tons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.378315",""
"Venezuela (Bolivarian Republic of)","Thousand metric tons","10.5","1","11.2","1","11.6","1","","","9.6","1","11.2","1","7.2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""

"fnSeqID","Footnote"
"1","Source: Fiber Economics Bureau, Inc. (U.S.A.)."
"2","Break in series; data prior to the sign not comparable to following years."
"3","Calculated by the Statistics Division of the United Nations, based on Prodcom data."
"4","Incomplete coverage."
"5","Provisional or estimated figure."
