Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),112,Maize (corn),2017,2017,7021,Annual value,USD,146.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),112,Maize (corn),2018,2018,7021,Annual value,USD,150.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),112,Maize (corn),2019,2019,7021,Annual value,USD,158.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),112,Maize (corn),2020,2020,7021,Annual value,USD,158.6,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),112,Maize (corn),2021,2021,7021,Annual value,USD,211.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,379.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,370.6,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,358.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,349.3,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,350.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,359.4,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,361.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,344.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,348,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,361.6,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,353.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,357.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,425.4,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,461.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,528.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,574.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,639,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,655.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,623,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,699.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,757.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,743.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,732.6,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,703.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,577.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,551.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,564.3,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,556.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,572.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,569.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2021,2021,7021,Annual value,USD,622.3,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1991,1991,7021,Annual value,USD,193.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1992,1992,7021,Annual value,USD,192.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1993,1993,7021,Annual value,USD,213.9,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1994,1994,7021,Annual value,USD,210.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1995,1995,7021,Annual value,USD,210.6,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1996,1996,7021,Annual value,USD,254.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1997,1997,7021,Annual value,USD,262.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1998,1998,7021,Annual value,USD,211,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,1999,1999,7021,Annual value,USD,177,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2000,2000,7021,Annual value,USD,177.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2001,2001,7021,Annual value,USD,167.9,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2002,2002,7021,Annual value,USD,187.3,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2003,2003,7021,Annual value,USD,233.4,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2004,2004,7021,Annual value,USD,265.9,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2005,2005,7021,Annual value,USD,226.9,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2006,2006,7021,Annual value,USD,268.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2007,2007,7021,Annual value,USD,283.2,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2008,2008,7021,Annual value,USD,389.5,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2009,2009,7021,Annual value,USD,359.3,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2010,2010,7021,Annual value,USD,372.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2011,2011,7021,Annual value,USD,446.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2012,2012,7021,Annual value,USD,494.8,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2013,2013,7021,Annual value,USD,486,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2014,2014,7021,Annual value,USD,414.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2015,2015,7021,Annual value,USD,329.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2016,2016,7021,Annual value,USD,341.7,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2017,2017,7021,Annual value,USD,344.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2018,2018,7021,Annual value,USD,342,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2019,2019,7021,Annual value,USD,319.1,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2020,2020,7021,Annual value,USD,342.4,A,Official figure
PP,Producer Prices,124,Canada,5532,Producer Price (USD/tonne),141,Soya beans,2021,2021,7021,Annual value,USD,444.5,A,Official figure
PP,Producer Prices,140,Central African Republic,5532,Producer Price (USD/tonne),112,Maize (corn),1994,1994,7021,Annual value,USD,244.9,A,Official figure
PP,Producer Prices,140,Central African Republic,5532,Producer Price (USD/tonne),112,Maize (corn),1995,1995,7021,Annual value,USD,542.8,A,Official figure
PP,Producer Prices,140,Central African Republic,5532,Producer Price (USD/tonne),112,Maize (corn),2012,2012,7021,Annual value,USD,540.6,A,Official figure
PP,Producer Prices,140,Central African Republic,5532,Producer Price (USD/tonne),112,Maize (corn),2013,2013,7021,Annual value,USD,623.6,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2007,2007,7021,Annual value,USD,291.9,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2008,2008,7021,Annual value,USD,456.7,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2009,2009,7021,Annual value,USD,478.8,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2010,2010,7021,Annual value,USD,392,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2011,2011,7021,Annual value,USD,417.9,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2014,2014,7021,Annual value,USD,524,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2016,2016,7021,Annual value,USD,335.8,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2017,2017,7021,Annual value,USD,327.2,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2018,2018,7021,Annual value,USD,345.7,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2019,2019,7021,Annual value,USD,272.9,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2020,2020,7021,Annual value,USD,356.9,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),112,Maize (corn),2021,2021,7021,Annual value,USD,393.9,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,1064.1,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,1284,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,1346.9,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,1301.6,A,Official figure
PP,Producer Prices,148,Chad,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,1368.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1991,1991,7021,Annual value,USD,145.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1992,1992,7021,Annual value,USD,146.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1993,1993,7021,Annual value,USD,143.3,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1994,1994,7021,Annual value,USD,161,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1995,1995,7021,Annual value,USD,171.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1996,1996,7021,Annual value,USD,211.8,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1997,1997,7021,Annual value,USD,161.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1998,1998,7021,Annual value,USD,148.2,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),1999,1999,7021,Annual value,USD,139.8,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2000,2000,7021,Annual value,USD,127.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2001,2001,7021,Annual value,USD,122.9,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2002,2002,7021,Annual value,USD,129.3,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2003,2003,7021,Annual value,USD,131.9,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2004,2004,7021,Annual value,USD,152,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2005,2005,7021,Annual value,USD,136,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2006,2006,7021,Annual value,USD,157.2,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2007,2007,7021,Annual value,USD,214.4,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2008,2008,7021,Annual value,USD,261.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2009,2009,7021,Annual value,USD,197.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2010,2010,7021,Annual value,USD,220.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2011,2011,7021,Annual value,USD,292.4,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2012,2012,7021,Annual value,USD,67.5,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2013,2013,7021,Annual value,USD,85.5,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2014,2014,7021,Annual value,USD,75.9,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2015,2015,7021,Annual value,USD,204.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2016,2016,7021,Annual value,USD,190.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2017,2017,7021,Annual value,USD,204.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2018,2018,7021,Annual value,USD,209.5,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2019,2019,7021,Annual value,USD,187,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2020,2020,7021,Annual value,USD,204.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),112,Maize (corn),2021,2021,7021,Annual value,USD,299.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,173.9,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,205.8,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,205.8,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,217.2,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,233.9,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,237.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,229,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,208.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,186,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,190.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,181,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,148.9,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,167.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,198,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,221.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,232.4,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,332.1,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,379.4,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,272.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,338.5,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,386.5,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,399.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,416.3,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,401.2,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,317.7,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,301.3,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,347.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,356.3,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,354.2,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,368.6,A,Official figure
PP,Producer Prices,152,Chile,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2021,2021,7021,Annual value,USD,420.6,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,1441.6,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,1509.9,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,1806.3,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,1808.6,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,1796.9,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,1791.3,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,1796.4,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,1795.3,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,1801.5,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,1804,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,1797.2,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,1795.8,A,Official figure
PP,Producer Prices,344,"China, Hong Kong SAR",5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,1782.5,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1991,1991,7021,Annual value,USD,83.4,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1992,1992,7021,Annual value,USD,95,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1993,1993,7021,Annual value,USD,104.5,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1994,1994,7021,Annual value,USD,117.5,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1995,1995,7021,Annual value,USD,331.1,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1996,1996,7021,Annual value,USD,428.4,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1997,1997,7021,Annual value,USD,292.2,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1998,1998,7021,Annual value,USD,292.4,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,1999,1999,7021,Annual value,USD,295.6,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2000,2000,7021,Annual value,USD,363.4,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2001,2001,7021,Annual value,USD,447.5,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2002,2002,7021,Annual value,USD,533.2,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2008,2008,7021,Annual value,USD,333.8,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2009,2009,7021,Annual value,USD,352.9,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2010,2010,7021,Annual value,USD,413.6,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2011,2011,7021,Annual value,USD,390,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2012,2012,7021,Annual value,USD,443.6,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2013,2013,7021,Annual value,USD,217.9,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2018,2018,7021,Annual value,USD,360.9,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2019,2019,7021,Annual value,USD,357.2,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),143,Cotton seed,2020,2020,7021,Annual value,USD,401.4,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1991,1991,7021,Annual value,USD,80.8,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1992,1992,7021,Annual value,USD,84.5,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1993,1993,7021,Annual value,USD,97,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1994,1994,7021,Annual value,USD,98.2,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1995,1995,7021,Annual value,USD,142.7,X,Figure from international organizations
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1996,1996,7021,Annual value,USD,258.6,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1997,1997,7021,Annual value,USD,212.3,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1998,1998,7021,Annual value,USD,187.2,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),1999,1999,7021,Annual value,USD,146.2,A,Official figure
PP,Producer Prices,156,"China, mainland",5532,Producer Price (USD/tonne),112,Maize (corn),2000,2000,7021,Annual value,USD,410.7,A,Official figure
